iter	Passed	Remaining
197	382	3871
198	383	3857
199	384	3845
200	385	3832
201	386	3819
202	386	3807
203	387	3794
204	389	3790
205	390	3780
206	391	3768
207	392	3756
208	393	3744
209	393	3732
210	394	3721
211	395	3709
212	396	3698
213	397	3686
214	398	3675
215	399	3665
216	399	3654
217	400	3643
218	401	3632
219	402	3621
220	403	3610
221	404	3605
222	406	3600
223	406	3590
224	407	3579
225	408	3568
226	409	3558
227	410	3548
228	411	3538
229	411	3528
230	412	3518
231	413	3509
232	414	3499
233	415	3489
234	416	3479
235	417	3470
236	417	3460
237	418	3451
238	419	3441
239	421	3441
240	422	3435
241	423	3428
242	424	3421
243	425	3414
244	426	3406
245	427	3396
246	428	3388
247	429	3379
248	430	3370
249	431	3362
250	431	3353
251	432	3345
252	433	3337
253	434	3329
254	435	3322
255	437	3319
256	438	3312
257	439	3304
258	439	3296
259	440	3287
260	441	3279
261	442	3271
262	443	3265
263	444	3257
264	445	3249
265	445	3241
266	446	3233
267	447	3226
268	448	3218
269	449	3210
270	449	3203
271	450	3195
272	452	3193
273	453	3188
274	454	3181
275	455	3176
276	456	3169
277	457	3161
278	458	3154
279	459	3147
280	459	3140
281	460	3133
282	461	3126
283	462	3120
284	463	3115
285	464	3108
286	465	3101
287	466	3094
288	467	3088
289	468	3086
290	469	3081
291	470	3075
292	471	3070
293	472	3065
294	473	3058
295	474	3052
296	475	3045
297	476	3039
298	476	3032
299	477	3025
300	478	3019
301	479	3013
302	480	3007
303	481	3001
304	482	2995
305	483	2992
306	484	2989
307	485	2984
308	486	2978
309	487	2972
310	488	2966
311	489	2960
312	489	2953
313	490	2947
314	491	2941
315	492	2935
316	493	2929
317	494	2924
318	495	2918
319	495	2913
320	496	2907
321	497	2901
322	498	2895
323	500	2895
324	501	2892
325	502	2887
326	503	2882
327	504	2877
328	505	2872
329	506	2868
330	508	2870
331	509	2866
332	510	2861
333	511	2855
334	511	2850
335	512	2845
336	513	2839
337	515	2838
338	516	2836
339	518	2838
340	520	2835
341	521	2834
342	522	2830
343	523	2826
344	524	2822
345	525	2818
346	527	2815
347	528	2812
348	530	2811
349	532	2815
350	534	2815
351	535	2810
352	536	2806
353	537	2802
354	538	2798
355	539	2794
356	540	2789
357	541	2785
358	542	2781
359	543	2777
360	544	2774
361	549	2789
362	550	2786
363	551	2783
364	552	2779
365	553	2774
366	554	2770
367	555	2766
368	556	2763
369	557	2759
370	558	2755
371	560	2752
372	563	2757
373	564	2757
374	566	2755
375	567	2752
376	568	2748
377	569	2744
378	570	2740
379	571	2737
380	572	2732
381	573	2729
382	574	2724
383	575	2720
384	576	2716
385	577	2715
386	579	2713
387	580	2709
388	581	2706
389	582	2702
390	583	2698
391	584	2693
392	584	2689
393	585	2684
394	586	2679
395	587	2675
396	588	2670
397	588	2666
398	589	2661
399	590	2657
400	591	2652
401	592	2652
402	594	2651
403	595	2647
404	596	2643
405	597	2640
406	598	2635
407	599	2631
408	600	2627
409	600	2623
410	601	2618
411	602	2614
412	603	2610
413	604	2606
414	605	2602
415	605	2598
416	606	2593
417	607	2589
418	608	2588
419	610	2586
420	611	2583
421	612	2579
422	613	2576
423	614	2573
424	615	2569
425	616	2565
426	616	2561
427	617	2557
428	618	2553
429	619	2550
430	620	2546
431	621	2544
432	622	2540
433	623	2536
434	625	2536
435	626	2535
436	627	2532
437	628	2528
438	629	2524
439	630	2520
440	631	2516
441	631	2513
442	632	2509
443	633	2505
444	634	2502
445	635	2498
446	636	2495
447	637	2491
448	638	2488
449	638	2484
450	640	2484
451	642	2483
452	643	2480
453	644	2477
454	645	2475
455	646	2471
456	647	2469
457	648	2467
458	649	2464
459	650	2461
460	652	2462
461	654	2461
462	657	2465
463	659	2467
464	660	2464
465	661	2461
466	662	2459
467	663	2456
468	664	2454
469	665	2451
470	666	2448
471	667	2445
472	668	2442
473	669	2438
474	670	2435
475	672	2434
476	674	2434
477	676	2435
478	677	2435
479	678	2432
480	679	2429
481	680	2425
482	681	2422
483	682	2418
484	683	2415
485	683	2411
486	684	2408
487	685	2404
488	686	2403
489	688	2403
490	690	2403
491	692	2402
492	692	2399
493	693	2395
494	694	2393
495	695	2390
496	696	2386
497	697	2383
498	698	2379
499	698	2376
500	699	2372
501	700	2369
502	701	2366
503	703	2365
504	705	2366
505	706	2365
506	707	2363
507	708	2360
508	709	2357
509	710	2354
510	711	2350
511	712	2347
512	712	2344
513	713	2341
514	714	2337
515	715	2334
516	716	2332
517	717	2328
518	719	2329
519	721	2332
520	723	2331
521	724	2329
522	725	2327
523	726	2324
524	727	2321
525	728	2318
526	729	2315
527	730	2312
528	730	2308
529	731	2305
530	732	2302
531	734	2301
532	735	2301
533	737	2301
534	739	2300
535	740	2297
536	740	2294
537	741	2291
538	742	2287
539	743	2284
540	744	2281
541	744	2278
542	745	2276
543	746	2272
544	747	2269
545	748	2266
546	749	2264
547	751	2265
548	753	2265
549	754	2262
550	755	2259
551	755	2256
552	756	2253
553	757	2250
554	758	2248
555	759	2245
556	760	2242
557	760	2239
558	761	2236
559	762	2233
560	763	2230
561	764	2227
562	765	2226
563	767	2225
564	769	2225
565	770	2223
566	771	2221
567	772	2218
568	772	2215
569	773	2212
570	774	2209
571	775	2206
572	776	2204
573	777	2201
574	777	2198
575	778	2195
576	779	2192
577	780	2189
578	782	2189
579	784	2190
580	785	2188
581	786	2186
582	787	2183
583	788	2180
584	788	2177
585	789	2174
586	790	2171
587	791	2169
588	792	2166
589	792	2163
590	793	2160
591	794	2158
592	795	2155
593	796	2152
594	798	2152
595	800	2153
596	801	2151
597	802	2148
598	802	2145
599	803	2143
600	804	2140
601	805	2137
602	806	2134
603	806	2132
604	807	2129
605	808	2127
606	809	2124
607	810	2121
608	811	2119
609	812	2116
610	814	2117
611	816	2117
612	817	2116
613	818	2114
614	823	2122
615	824	2119
616	825	2116
617	825	2114
618	826	2111
619	827	2109
620	829	2108
621	830	2107
622	832	2106
623	833	2104
624	834	2102
625	835	2099
626	835	2097
627	836	2094
628	837	2092
629	838	2089
630	839	2086
631	840	2084
632	840	2081
633	841	2079
634	842	2076
635	843	2073
636	845	2075
637	847	2075
638	848	2073
639	849	2071
640	850	2069
641	851	2066
642	852	2064
643	853	2061
644	854	2059
645	854	2056
646	855	2054
647	856	2051
648	857	2049
649	858	2046
650	859	2044
651	860	2043
652	863	2046
653	864	2044
654	865	2042
655	866	2040
656	867	2038
657	868	2035
658	869	2033
659	870	2031
660	871	2028
661	872	2026
662	872	2023
663	873	2021
664	874	2018
665	875	2016
666	877	2015
667	879	2016
668	880	2014
669	881	2011
670	881	2009
671	882	2007
672	883	2004
673	884	2002
674	885	1999
675	885	1997
676	886	1994
677	887	1992
678	888	1990
679	889	1988
680	890	1985
681	891	1983
682	892	1982
683	894	1983
684	896	1981
685	897	1979
686	897	1977
687	898	1975
688	899	1972
689	900	1970
690	901	1968
691	902	1965
692	902	1963
693	903	1961
694	904	1958
695	905	1956
696	906	1954
697	908	1955
698	911	1957
699	912	1955
700	913	1952
701	914	1950
702	914	1948
703	915	1945
704	916	1943
705	917	1941
706	918	1938
707	918	1936
708	919	1934
709	920	1931
710	921	1929
711	922	1927
712	923	1925
713	924	1924
714	926	1924
715	927	1923
716	928	1921
717	930	1919
718	930	1917
719	931	1915
720	932	1913
721	933	1910
722	934	1908
723	935	1906
724	935	1904
725	936	1902
726	937	1899
727	938	1897
728	940	1897
729	942	1898
730	944	1897
731	945	1895
732	945	1893
733	946	1890
734	947	1888
735	948	1886
736	949	1884
737	949	1881
738	950	1879
739	951	1877
740	952	1875
741	953	1873
742	954	1870
743	955	1869
744	958	1871
745	959	1870
746	960	1868
747	961	1866
748	962	1864
749	963	1862
750	964	1860
751	965	1858
752	966	1856
753	966	1854
754	967	1852
755	968	1849
756	969	1847
757	970	1846
758	972	1846
759	973	1845
760	975	1844
761	976	1843
762	977	1841
763	978	1838
764	979	1836
765	980	1834
766	980	1832
767	981	1830
768	982	1828
769	983	1825
770	984	1823
771	984	1821
772	986	1821
773	988	1822
774	990	1821
775	991	1820
776	992	1818
777	993	1816
778	994	1814
779	995	1813
780	996	1811
781	998	1810
782	999	1808
783	1000	1807
784	1002	1807
785	1004	1807
786	1006	1806
787	1007	1804
788	1008	1803
789	1009	1800
790	1010	1799
791	1011	1797
792	1012	1796
793	1013	1794
794	1014	1792
795	1015	1790
796	1016	1788
797	1017	1788
798	1019	1787
799	1021	1787
800	1022	1785
801	1023	1783
802	1024	1782
803	1025	1780
804	1026	1779
805	1027	1777
806	1028	1775
807	1029	1773
808	1030	1772
809	1031	1770
810	1033	1770
811	1036	1772
812	1037	1770
813	1039	1769
814	1040	1768
815	1041	1766
816	1042	1764
817	1043	1763
818	1044	1761
819	1045	1759
820	1046	1757
821	1047	1756
822	1049	1755
823	1051	1756
824	1057	1762
825	1072	1783
826	1073	1781
827	1074	1780
828	1075	1778
829	1076	1777
830	1077	1775
831	1078	1773
832	1079	1771
833	1080	1769
834	1082	1768
835	1083	1768
836	1085	1767
837	1086	1765
838	1087	1764
839	1088	1762
840	1089	1760
841	1090	1758
842	1091	1757
843	1092	1755
844	1093	1754
845	1095	1752
846	1096	1750
847	1100	1754
848	1102	1754
849	1103	1752
850	1104	1751
851	1105	1749
852	1106	1747
853	1107	1746
854	1109	1745
855	1110	1743
856	1111	1741
857	1113	1741
858	1115	1742
859	1117	1740
860	1118	1739
861	1119	1738
862	1121	1737
863	1122	1735
864	1123	1734
865	1125	1733
866	1126	1731
867	1127	1730
868	1129	1730
869	1132	1731
870	1134	1730
871	1135	1729
872	1136	1727
873	1137	1726
874	1138	1724
875	1139	1722
876	1140	1721
877	1142	1719
878	1143	1717
879	1144	1716
880	1146	1717
881	1148	1715
882	1149	1714
883	1150	1712
884	1151	1710
885	1152	1709
886	1153	1707
887	1154	1705
888	1155	1703
889	1156	1702
890	1157	1700
891	1158	1698
892	1161	1699
893	1175	1717
894	1178	1718
895	1179	1717
896	1181	1716
897	1182	1714
898	1183	1712
899	1184	1711
900	1186	1710
901	1187	1709
902	1188	1707
903	1190	1706
904	1193	1707
905	1196	1708
906	1197	1707
907	1198	1706
908	1200	1704
909	1201	1703
910	1202	1701
911	1203	1700
912	1204	1698
913	1206	1696
914	1207	1695
915	1209	1694
916	1211	1695
917	1212	1693
918	1214	1692
919	1215	1690
920	1216	1689
921	1217	1688
922	1219	1687
923	1220	1685
924	1221	1684
925	1226	1688
926	1229	1688
927	1231	1687
928	1233	1687
929	1234	1685
930	1235	1684
931	1237	1683
932	1238	1681
933	1240	1681
934	1242	1681
935	1244	1680
936	1245	1679
937	1247	1677
938	1248	1676
939	1249	1674
940	1262	1689
941	1263	1687
942	1265	1686
943	1266	1685
944	1267	1683
945	1268	1681
946	1269	1680
947	1270	1678
948	1273	1678
949	1275	1678
950	1277	1677
951	1278	1675
952	1279	1674
953	1280	1672
954	1281	1670
955	1282	1669
956	1283	1667
957	1284	1665
958	1286	1664
959	1288	1664
960	1291	1665
961	1293	1664
962	1294	1662
963	1295	1661
964	1296	1659
965	1298	1658
966	1299	1656
967	1300	1654
968	1301	1652
969	1302	1651
970	1304	1651
971	1306	1650
972	1307	1649
973	1308	1647
974	1309	1645
975	1311	1644
976	1312	1643
977	1313	1641
978	1314	1639
979	1315	1637
980	1316	1635
981	1317	1633
982	1318	1632
983	1320	1631
984	1322	1630
985	1323	1629
986	1324	1627
987	1325	1625
988	1326	1624
989	1327	1622
990	1328	1620
991	1328	1618
992	1329	1616
993	1330	1614
994	1331	1612
995	1332	1610
996	1332	1608
997	1334	1607
998	1337	1607
999	1338	1606
1000	1339	1604
1001	1340	1602
1002	1340	1600
1003	1341	1598
1004	1342	1596
1005	1343	1594
1006	1344	1592
1007	1345	1590
1008	1346	1588
1009	1346	1586
1010	1347	1584
1011	1348	1582
1012	1349	1581
1013	1351	1580
1014	1354	1580
1015	1355	1579
1016	1356	1577
1017	1357	1576
1018	1358	1574
1019	1359	1572
1020	1360	1570
1021	1360	1568
1022	1361	1566
1023	1362	1564
1024	1363	1562
1025	1364	1561
1026	1365	1559
1027	1367	1558
1028	1369	1558
1029	1371	1557
1030	1372	1555
1031	1373	1554
1032	1373	1552
1033	1374	1550
1034	1375	1548
1035	1376	1546
1036	1377	1544
1037	1378	1542
1038	1378	1540
1039	1379	1538
1040	1380	1537
1041	1381	1535
1042	1383	1534
1043	1384	1533
1044	1385	1531
1045	1386	1529
1046	1387	1528
1047	1388	1526
1048	1389	1524
1049	1390	1522
1050	1390	1520
1051	1391	1518
1052	1392	1516
1053	1393	1515
1054	1394	1513
1055	1395	1511
1056	1396	1509
1057	1396	1507
1058	1398	1506
1059	1400	1506
1060	1401	1504
1061	1402	1503
1062	1403	1501
1063	1404	1499
1064	1405	1497
1065	1406	1496
1066	1407	1494
1067	1408	1492
1068	1409	1490
1069	1409	1488
1070	1410	1487
1071	1411	1485
1072	1412	1483
1073	1413	1482
1074	1416	1482
1075	1417	1480
1076	1418	1478
1077	1419	1477
1078	1420	1475
1079	1420	1473
1080	1421	1471
1081	1422	1469
1082	1423	1468
1083	1424	1466
1084	1425	1464
1085	1426	1462
1086	1426	1461
1087	1427	1459
1088	1428	1457
1089	1430	1456
1090	1432	1456
1091	1433	1454
1092	1434	1453
1093	1435	1451
1094	1436	1449
1095	1437	1447
1096	1438	1446
1097	1439	1444
1098	1440	1442
1099	1440	1440
1100	1441	1439
1101	1442	1437
1102	1443	1435
1103	1444	1433
1104	1445	1432
1105	1447	1432
1106	1449	1430
1107	1450	1429
1108	1450	1427
1109	1451	1425
1110	1452	1423
1111	1453	1421
1112	1454	1420
1113	1455	1418
1114	1455	1416
1115	1456	1414
1116	1457	1413
1117	1458	1411
1118	1459	1409
1119	1459	1407
1120	1461	1406
1121	1462	1405
1122	1464	1404
1123	1465	1402
1124	1466	1401
1125	1467	1399
1126	1468	1397
1127	1468	1396
1128	1469	1394
1129	1470	1392
1130	1471	1390
1131	1472	1389
1132	1473	1387
1133	1474	1385
1134	1474	1383
1135	1475	1382
1136	1476	1380
1137	1478	1380
1138	1480	1378
1139	1481	1377
1140	1481	1375
1141	1482	1373
1142	1483	1372
1143	1484	1370
1144	1485	1368
1145	1486	1366
1146	1487	1365
1147	1487	1363
1148	1488	1361
1149	1489	1359
1150	1490	1358
1151	1491	1356
1152	1491	1354
1153	1493	1353
1154	1495	1352
1155	1496	1351
1156	1497	1349
1157	1498	1348
1158	1499	1346
1159	1500	1344
1160	1500	1343
1161	1501	1341
1162	1502	1339
1163	1503	1338
1164	1504	1336
1165	1505	1334
1166	1505	1333
1167	1506	1331
1168	1507	1329
1169	1509	1328
1170	1511	1328
1171	1512	1326
1172	1513	1324
1173	1514	1323
1174	1514	1321
1175	1515	1319
1176	1516	1318
1177	1517	1316
1178	1518	1314
1179	1519	1313
1180	1520	1311
1181	1520	1309
1182	1521	1308
1183	1522	1306
1184	1523	1304
1185	1525	1303
1186	1526	1303
1187	1528	1301
1188	1529	1300
1189	1530	1298
1190	1531	1297
1191	1532	1295
1192	1533	1294
1193	1534	1292
1194	1534	1290
1195	1535	1289
1196	1536	1287
1197	1537	1285
1198	1538	1284
1199	1539	1282
1200	1540	1281
1201	1543	1281
1202	1544	1279
1203	1545	1278
1204	1545	1276
1205	1546	1274
1206	1547	1273
1207	1548	1271
1208	1549	1270
1209	1550	1268
1210	1551	1266
1211	1551	1265
1212	1552	1263
1213	1553	1261
1214	1554	1260
1215	1555	1258
1216	1557	1258
1217	1559	1257
1218	1560	1255
1219	1561	1254
1220	1562	1252
1221	1563	1251
1222	1564	1249
1223	1564	1247
1224	1565	1246
1225	1566	1244
1226	1567	1242
1227	1568	1241
1228	1568	1239
1229	1569	1237
1230	1570	1236
1231	1572	1235
1232	1574	1234
1233	1575	1233
1234	1576	1231
1235	1577	1229
1236	1577	1228
1237	1578	1226
1238	1579	1225
1239	1580	1223
1240	1581	1221
1241	1581	1220
1242	1582	1218
1243	1583	1216
1244	1584	1215
1245	1585	1213
1246	1586	1212
1247	1587	1211
1248	1589	1210
1249	1590	1209
1250	1591	1207
1251	1592	1205
1252	1593	1204
1253	1594	1202
1254	1595	1201
1255	1595	1199
1256	1596	1197
1257	1597	1196
1258	1598	1194
1259	1599	1193
1260	1600	1191
1261	1601	1190
1262	1602	1188
1263	1603	1187
1264	1605	1186
1265	1607	1185
1266	1607	1184
1267	1608	1182
1268	1610	1181
1269	1611	1180
1270	1612	1178
1271	1613	1176
1272	1614	1175
1273	1615	1174
1274	1616	1172
1275	1617	1171
1276	1617	1169
1277	1619	1168
1278	1621	1167
1279	1622	1166
1280	1623	1164
1281	1624	1163
1282	1625	1161
1283	1626	1160
1284	1627	1158
1285	1628	1157
1286	1629	1155
1287	1630	1154
1288	1630	1152
1289	1631	1150
1290	1632	1149
1291	1633	1147
1292	1634	1146
1293	1636	1145
1294	1637	1144
1295	1638	1143
1296	1639	1141
1297	1640	1139
1298	1641	1138
1299	1642	1136
1300	1643	1135
1301	1644	1134
1302	1645	1132
1303	1646	1131
1304	1647	1129
1305	1648	1128
1306	1648	1126
1307	1650	1125
1308	1653	1125
1309	1654	1124
1310	1655	1122
1311	1656	1121
1312	1657	1119
1313	1658	1118
1314	1659	1116
1315	1660	1115
1316	1661	1113
1317	1662	1112
1318	1662	1110
1319	1663	1109
1320	1664	1107
1321	1665	1106
1322	1667	1105
1323	1668	1104
1324	1669	1102
1325	1670	1101
1326	1671	1099
1327	1672	1098
1328	1673	1096
1329	1674	1095
1330	1675	1093
1331	1675	1092
1332	1676	1090
1333	1677	1088
1334	1678	1087
1335	1679	1085
1336	1680	1084
1337	1680	1082
1338	1682	1081
1339	1684	1081
1340	1685	1079
1341	1686	1078
1342	1687	1077
1343	1688	1075
1344	1689	1074
1345	1690	1072
1346	1691	1071
1347	1692	1069
1348	1693	1068
1349	1694	1066
1350	1695	1065
1351	1696	1064
1352	1698	1063
1353	1700	1062
1354	1702	1061
1355	1703	1060
1356	1704	1059
1357	1706	1057
1358	1707	1056
1359	1708	1055
1360	1709	1053
1361	1710	1052
1362	1711	1051
1363	1712	1049
1364	1715	1049
1365	1717	1048
1366	1718	1046
1367	1719	1045
1368	1719	1044
1369	1720	1042
1370	1721	1041
1371	1722	1039
1372	1723	1038
1373	1724	1036
1374	1725	1035
1375	1726	1033
1376	1727	1032
1377	1729	1031
1378	1731	1030
1379	1732	1029
1380	1734	1028
1381	1735	1027
1382	1736	1025
1383	1737	1024
1384	1738	1022
1385	1739	1021
1386	1740	1019
1387	1741	1018
1388	1741	1017
1389	1742	1015
1390	1743	1014
1391	1745	1013
1392	1748	1012
1393	1749	1011
1394	1750	1010
1395	1751	1008
1396	1752	1007
1397	1753	1005
1398	1754	1004
1399	1755	1003
1400	1756	1001
1401	1757	1000
1402	1758	998
1403	1759	997
1404	1761	996
1405	1764	996
1406	1765	994
1407	1766	993
1408	1767	992
1409	1768	990
1410	1769	989
1411	1770	987
1412	1770	986
1413	1771	984
1414	1772	983
1415	1773	981
1416	1774	980
1417	1775	979
1418	1776	977
1419	1778	976
1420	1779	975
1421	1780	974
1422	1781	972
1423	1782	971
1424	1783	969
1425	1784	968
1426	1785	966
1427	1785	965
1428	1786	964
1429	1787	962
1430	1788	961
1431	1789	959
1432	1790	958
1433	1790	956
1434	1792	955
1435	1794	954
1436	1795	953
1437	1796	952
1438	1797	950
1439	1798	949
1440	1799	947
1441	1800	946
1442	1800	944
1443	1801	943
1444	1802	941
1445	1803	940
1446	1804	938
1447	1805	937
1448	1806	936
1449	1806	934
1450	1808	933
1451	1810	932
1452	1811	931
1453	1812	930
1454	1813	928
1455	1814	927
1456	1815	925
1457	1816	924
1458	1816	922
1459	1818	921
1460	1818	920
1461	1819	918
1462	1820	917
1463	1821	915
1464	1822	914
1465	1823	912
1466	1825	911
1467	1826	910
1468	1828	909
1469	1829	908
1470	1830	907
1471	1831	905
1472	1831	904
1473	1832	902
1474	1833	901
1475	1834	899
1476	1835	898
1477	1836	896
1478	1837	895
1479	1837	894
1480	1838	892
1481	1840	891
1482	1842	890
1483	1843	889
1484	1844	888
1485	1845	886
1486	1846	885
1487	1846	883
1488	1847	882
1489	1848	880
1490	1849	879
1491	1850	878
1492	1851	876
1493	1851	875
1494	1852	873
1495	1853	872
1496	1854	870
1497	1855	869
1498	1858	869
1499	1859	867
1500	1860	866
1501	1861	864
1502	1861	863
1503	1862	862
1504	1863	860
1505	1864	859
1506	1865	857
1507	1866	856
1508	1866	854
1509	1867	853
1510	1868	852
1511	1869	850
1512	1870	849
1513	1872	848
1514	1874	847
1515	1875	846
1516	1876	844
1517	1876	843
1518	1877	841
1519	1878	840
1520	1879	839
1521	1880	837
1522	1881	836
1523	1882	834
1524	1883	833
1525	1884	832
1526	1885	830
1527	1885	829
1528	1887	828
1529	1889	827
1530	1890	826
1531	1891	824
1532	1892	823
1533	1893	822
1534	1894	820
1535	1895	819
1536	1896	817
1537	1896	816
1538	1897	815
1539	1898	813
1540	1899	812
1541	1900	810
1542	1900	809
1543	1901	808
1544	1903	806
1545	1905	806
1546	1906	804
1547	1907	803
1548	1908	802
1549	1909	800
1550	1910	799
1551	1911	798
1552	1912	796
1553	1913	795
1554	1913	793
1555	1914	792
1556	1915	791
1557	1916	789
1558	1917	788
1559	1917	786
1560	1920	785
1561	1922	785
1562	1923	784
1563	1924	782
1564	1925	781
1565	1926	779
1566	1927	778
1567	1927	777
1568	1928	775
1569	1929	774
1570	1930	772
1571	1931	771
1572	1932	770
1573	1932	768
1574	1933	767
1575	1935	766
1576	1937	765
1577	1938	764
1578	1940	763
1579	1941	761
1580	1942	760
1581	1942	758
1582	1943	757
1583	1944	756
1584	1945	754
1585	1946	753
1586	1947	752
1587	1947	750
1588	1948	749
1589	1949	747
1590	1951	746
1591	1953	745
1592	1954	744
1593	1955	743
1594	1955	741
1595	1956	740
1596	1957	739
1597	1958	737
1598	1959	736
1599	1960	735
1600	1960	733
1601	1961	732
1602	1962	730
1603	1963	729
1604	1964	728
1605	1965	726
1606	1967	726
1607	1969	725
1608	1970	723
1609	1971	722
1610	1972	721
1611	1973	719
1612	1973	718
1613	1974	716
1614	1975	715
1615	1976	714
1616	1977	712
1617	1978	711
1618	1978	710
1619	1979	708
1620	1980	707
1621	1982	706
1622	1984	705
1623	1985	704
1624	1986	702
1625	1987	701
1626	1988	700
1627	1989	698
1628	1989	697
1629	1990	696
1630	1991	694
1631	1992	693
1632	1993	692
1633	1994	690
1634	1995	689
1635	1996	688
1636	1996	686
1637	1998	685
1638	2000	684
1639	2001	683
1640	2002	682
1641	2003	680
1642	2004	679
1643	2004	678
1644	2005	676
1645	2006	675
1646	2007	674
1647	2008	672
1648	2009	671
1649	2010	670
1650	2010	668
1651	2011	667
1652	2012	665
1653	2014	664
1654	2016	664
1655	2017	662
1656	2018	661
1657	2019	660
1658	2020	658
1659	2021	657
1660	2021	656
1661	2022	654
1662	2023	653
1663	2024	652
1664	2025	650
1665	2026	649
1666	2027	648
1667	2028	646
1668	2029	645
1669	2030	644
1670	2032	643
1671	2033	642
1672	2034	640
1673	2035	639
1674	2036	638
1675	2037	637
1676	2038	635
1677	2039	634
1678	2040	633
1679	2041	631
1680	2041	630
1681	2042	629
1682	2043	627
1683	2044	626
1684	2046	625
1685	2048	624
1686	2049	623
1687	2050	621
1688	2051	620
1689	2051	619
1690	2052	617
1691	2053	616
1692	2054	615
1693	2055	613
1694	2056	612
1695	2057	611
1696	2057	609
1697	2058	608
1698	2059	607
1699	2061	606
1700	2063	605
1701	2064	604
1702	2065	602
1703	2066	601
1704	2067	600
1705	2068	598
1706	2069	597
1707	2070	596
1708	2070	594
1709	2071	593
1710	2072	592
1711	2073	591
1712	2074	589
1713	2075	588
1714	2075	587
1715	2078	586
1716	2080	585
1717	2081	583
1718	2082	582
1719	2083	581
1720	2084	580
1721	2085	578
1722	2086	577
1723	2086	576
1724	2087	574
1725	2088	573
1726	2089	572
1727	2090	570
1728	2091	569
1729	2091	568
1730	2093	567
1731	2095	566
1732	2096	565
1733	2097	563
1734	2098	562
1735	2099	561
1736	2100	559
1737	2101	558
1738	2101	557
1739	2102	555
1740	2103	554
1741	2104	553
1742	2105	552
1743	2106	550
1744	2107	549
1745	2109	548
1746	2111	547
1747	2112	546
1748	2113	544
1749	2114	543
1750	2115	542
1751	2116	541
1752	2117	539
1753	2118	538
1754	2118	537
1755	2119	535
1756	2120	534
1757	2121	533
1758	2122	532
1759	2123	530
1760	2124	529
1761	2126	528
1762	2128	527
1763	2129	526
1764	2130	524
1765	2131	523
1766	2131	522
1767	2132	521
1768	2133	519
1769	2134	518
1770	2135	517
1771	2135	515
1772	2136	514
1773	2137	513
1774	2138	512
1775	2139	510
1776	2158	513
1777	2159	512
1778	2161	511
1779	2162	510
1780	2162	508
1781	2163	507
1782	2164	506
1783	2165	504
1784	2166	503
1785	2167	502
1786	2168	501
1787	2169	499
1788	2169	498
1789	2170	497
1790	2171	495
1791	2173	494
1792	2174	493
1793	2176	492
