iter	RMSE
176	0.09547975889
177	0.0953263961
178	0.0951398803
179	0.09496920596
180	0.09480675488
181	0.09462020325
182	0.09445025489
183	0.09425207844
184	0.09408344697
185	0.09384564573
186	0.09368885756
187	0.09350313951
188	0.09328315913
189	0.09313369345
190	0.09299900834
191	0.09270880707
192	0.09250503272
193	0.09233753069
194	0.09218053582
195	0.09204850721
196	0.09191118693
197	0.09174326654
198	0.09155878177
199	0.09141068036
200	0.09123016157
201	0.09108196427
202	0.0909606449
203	0.09073229754
204	0.09057251347
205	0.09042043943
206	0.09025284395
207	0.09010979526
208	0.08997986594
209	0.08980792425
210	0.08958717965
211	0.08948309411
212	0.08932951507
213	0.08917508312
214	0.08912982314
215	0.08901780943
216	0.08883711385
217	0.08872314754
218	0.08855963445
219	0.08838573093
220	0.0882915399
221	0.08821585063
222	0.08802515994
223	0.0878670503
224	0.08772687107
225	0.08757207468
226	0.0874559311
227	0.08741985356
228	0.08723803473
229	0.08706010767
230	0.08690004941
231	0.08680201162
232	0.08663337742
233	0.08650948036
234	0.08637242859
235	0.08633384544
236	0.08628501641
237	0.0861460219
238	0.08595956825
239	0.08583141375
240	0.08568609568
241	0.08565734414
242	0.08552643727
243	0.08531626806
244	0.08529538637
245	0.08513055107
246	0.08502891373
247	0.084933566
248	0.08477142711
249	0.08466786715
250	0.08463464054
251	0.08448366156
252	0.08445690624
253	0.08430731572
254	0.08428960702
255	0.08408053667
256	0.08394898504
257	0.08376419796
258	0.08374004551
259	0.0835741027
260	0.08342841602
261	0.08324697234
262	0.08306677774
263	0.08292315813
264	0.08282102921
265	0.08269204657
266	0.08259700616
267	0.08257201177
268	0.08249470693
269	0.08237543126
270	0.08225209747
271	0.08215090144
272	0.08210817119
273	0.08196330299
274	0.08189019072
275	0.08186710248
276	0.08174725049
277	0.0816689378
278	0.081533212
279	0.08150855124
280	0.08148656511
281	0.08136780254
282	0.08125977344
283	0.08113744007
284	0.08100711157
285	0.0809395135
286	0.08091715307
287	0.08089684056
288	0.08081051369
289	0.080645197
290	0.08058506159
291	0.0804243965
292	0.08027620865
293	0.080172246
294	0.0801595831
295	0.08001706668
296	0.07991727841
297	0.07981396242
298	0.07979849824
299	0.07977956976
300	0.07963574835
301	0.07952555511
302	0.07942374198
303	0.07928911357
304	0.07923248518
305	0.07911140149
306	0.07903442998
307	0.07901623261
308	0.07887706343
309	0.07876619374
310	0.07862052764
311	0.07851653168
312	0.07839861308
313	0.07828373406
314	0.07818095304
315	0.078067627
316	0.07785714141
317	0.07773962352
318	0.07754657491
319	0.07746390163
320	0.07733263638
321	0.07732015507
322	0.07719328148
323	0.07717819508
324	0.07702351269
325	0.07692870638
326	0.07677498243
327	0.0766750562
328	0.07653166175
329	0.07643442944
330	0.07637675444
331	0.07625891146
332	0.0761644676
333	0.0761428538
334	0.07605762144
335	0.07603220286
336	0.0759603487
337	0.07586528628
338	0.07573723338
339	0.07564208939
340	0.07549739763
341	0.07548582956
342	0.07536686856
343	0.07534964403
344	0.07524617578
345	0.0751502079
346	0.0750677573
347	0.0749161531
348	0.07482395043
349	0.07480165255
350	0.0746602348
351	0.07451276956
352	0.0744436143
353	0.07443151358
354	0.0742988613
355	0.07418450148
356	0.07404330558
357	0.07403240687
358	0.073918128
359	0.07386175599
360	0.07373907867
361	0.07365159704
362	0.07357550527
363	0.07344540112
364	0.07332273691
365	0.07317129018
366	0.07307345493
367	0.07292972656
368	0.07283918797
369	0.07282813573
370	0.07271635663
371	0.0726442742
372	0.07253598995
373	0.07242114193
374	0.07231540601
375	0.07220838705
376	0.07208442328
377	0.07189492142
378	0.07183114262
379	0.07180910488
380	0.07171968737
381	0.07162182151
382	0.07150478684
383	0.07149078303
384	0.07140272724
385	0.07129664446
386	0.07119200336
387	0.07110858718
388	0.07109487925
389	0.07098478098
390	0.07090239335
391	0.0707983877
392	0.07069714168
393	0.07061550909
394	0.07046385224
395	0.07045304668
396	0.07030499185
397	0.07021953912
398	0.07012690739
399	0.07003007857
400	0.06990391571
401	0.06979291617
402	0.06963892735
403	0.06955969291
404	0.0694622314
405	0.06936883072
406	0.06927594697
407	0.06916061046
408	0.06908799046
409	0.06899660515
410	0.06891284724
411	0.06887867046
412	0.06876844835
413	0.06863631414
414	0.06853086472
415	0.06837851063
416	0.06827504474
417	0.06821042897
418	0.06811398083
419	0.06806416036
420	0.06804957993
421	0.06794508333
422	0.06786259109
423	0.06777489539
424	0.06763999346
425	0.06753806861
426	0.06748519203
427	0.0674657108
428	0.06734501367
429	0.06725804637
430	0.06718307904
431	0.0670805982
432	0.06706172318
433	0.0669830452
434	0.06689032125
435	0.06678832876
436	0.06670610094
437	0.06660506644
438	0.06659603407
439	0.06649884538
440	0.06644410414
441	0.0663481022
442	0.06625549029
443	0.06616311016
444	0.06609144836
445	0.0659879961
446	0.0659657517
447	0.06589634582
448	0.06580574482
449	0.06571865212
450	0.0657052756
451	0.06559189085
452	0.06554113307
453	0.06549154542
454	0.06540861652
455	0.06528727189
456	0.06517064267
457	0.0650717365
458	0.06496533883
459	0.06487196665
460	0.06479715855
461	0.06472402773
462	0.06466617667
463	0.06453248145
464	0.06445426967
465	0.06444087112
466	0.06435247414
467	0.06426642886
468	0.06420235885
469	0.06411868341
470	0.06399026034
471	0.0638916062
472	0.06379255572
473	0.06367370384
474	0.06355131781
475	0.06346175387
476	0.06335086096
477	0.06326338245
478	0.06322677915
479	0.06321293572
480	0.06314980134
481	0.06304848433
482	0.06297179506
483	0.06286205431
484	0.06279415931
485	0.06272344272
486	0.06265137077
487	0.06264243283
488	0.0625800967
489	0.06249400321
490	0.0623556224
491	0.06225678111
492	0.06224964685
493	0.06217377208
494	0.06207023734
495	0.06201946309
496	0.06197582301
497	0.06184705479
498	0.0617460991
499	0.06167957221
500	0.06157893612
501	0.06148171231
502	0.06147405958
503	0.06138261864
504	0.06132522423
505	0.06125265839
506	0.06120078444
507	0.06110875682
508	0.0610140168
509	0.06094787032
510	0.06089952738
511	0.06082665891
512	0.06072271534
513	0.06064677059
514	0.0605739277
515	0.06049926651
516	0.06038016742
517	0.06031239217
518	0.06024897498
519	0.06014633556
520	0.06005337331
521	0.05999857503
522	0.05988888192
523	0.05979244099
524	0.0597854139
525	0.05974351421
526	0.05964667534
527	0.05956250948
528	0.05948962395
529	0.05936285979
530	0.05932438846
531	0.05924251766
532	0.05919608976
533	0.05912303946
534	0.05907678656
535	0.05898534135
536	0.05890994154
537	0.05882765212
538	0.05870382252
539	0.05859855059
540	0.0585085101
541	0.05847478587
542	0.05845092947
543	0.05838248723
544	0.05831031845
545	0.05822594335
546	0.05817596389
547	0.05809692377
548	0.05800359352
549	0.05793470208
550	0.05786272932
551	0.05784882742
552	0.05776560047
553	0.05772426106
554	0.05763659147
555	0.05756676286
556	0.05750693491
557	0.0574698071
558	0.05737206635
559	0.05729053434
560	0.0572230183
561	0.05719040922
562	0.05712491715
563	0.05707508807
564	0.05706760705
565	0.05701458147
566	0.05693444122
567	0.05687624343
568	0.05678567362
569	0.05677100708
570	0.05673165163
571	0.0566882397
572	0.05660859978
573	0.05660010607
574	0.05656336689
575	0.05648069429
576	0.05639397455
577	0.05634302519
578	0.05633629248
579	0.05628869233
580	0.05627719454
581	0.05621049769
582	0.05612091457
583	0.05600314954
584	0.05590473877
585	0.0557968538
586	0.05578228146
587	0.05575467123
588	0.05573719499
589	0.05562957698
590	0.05562136896
591	0.05558434868
592	0.05550522714
593	0.05543123198
594	0.05542473405
595	0.05538616736
596	0.05532299319
597	0.05530724124
598	0.05522049954
599	0.05516534096
600	0.05514935167
601	0.05509084489
602	0.05501721383
603	0.05492917952
604	0.05487639404
605	0.05482850121
606	0.05473468942
607	0.05469136196
608	0.05464743245
609	0.05463872267
610	0.05453394815
611	0.05452662897
612	0.05444836952
613	0.05443996922
614	0.05434996603
615	0.05428839374
616	0.05426612551
617	0.05420243791
618	0.05416467924
619	0.05415782754
620	0.05410498568
621	0.05406749908
622	0.05397447395
623	0.05391081753
624	0.053880743
625	0.05383365858
626	0.05375242894
627	0.05367412322
628	0.053600849
629	0.05351982991
630	0.05343891526
631	0.05335256631
632	0.05332444841
633	0.05321937711
634	0.05321246963
635	0.05310932148
636	0.05310226164
637	0.05305983697
638	0.05300902133
639	0.05292542278
640	0.05287517915
641	0.05279692452
642	0.05274064867
643	0.05266136176
644	0.05260188892
645	0.05255326656
646	0.05250407427
647	0.05247641523
648	0.05242535963
649	0.0524211419
650	0.05237846174
651	0.05232579403
652	0.05227037475
653	0.05221488509
654	0.05220181994
655	0.05215786048
656	0.0521034273
657	0.0520315916
658	0.05196242077
659	0.051936594
660	0.05184305177
661	0.05183844983
662	0.05181388338
663	0.05174313022
664	0.05169831384
665	0.05166064951
666	0.05156064596
667	0.05148343437
668	0.05141272951
669	0.05135308407
670	0.05129070463
671	0.05119345676
672	0.05112594953
673	0.05107016328
674	0.0510154323
675	0.05097872504
676	0.05092864692
677	0.05084938292
678	0.05080179629
679	0.05075187521
680	0.05066681174
681	0.05062549195
682	0.05061497303
683	0.0505965112
684	0.05056115863
685	0.05049665607
686	0.05046724417
687	0.05040300258
688	0.05033018785
689	0.050282291
690	0.05022704095
691	0.05015929423
692	0.05010232068
693	0.05009765746
694	0.05004132032
695	0.04997929066
696	0.04990136038
697	0.04985281759
698	0.04983915396
699	0.04978971638
700	0.04975366858
701	0.04969472458
702	0.04962174511
703	0.04958354512
704	0.04955129064
705	0.04951576194
706	0.04945395204
707	0.04943040388
708	0.04934979663
709	0.04934526753
710	0.04929059024
711	0.04919160187
712	0.0491879865
713	0.0491488154
714	0.04908482435
715	0.04901580278
716	0.04894474815
717	0.04887612449
718	0.0488209105
719	0.04878569396
720	0.04873771027
721	0.04873338507
722	0.04872574698
723	0.04868953747
724	0.04864496436
725	0.0485636794
726	0.04855321534
727	0.04852172752
728	0.04846234829
729	0.04840603706
730	0.04836741843
731	0.04834554802
732	0.04833220144
733	0.04829729616
734	0.04823499346
735	0.04818688922
736	0.04812075236
737	0.0480605167
738	0.04802536337
739	0.04798749565
740	0.04798339836
741	0.04796478666
742	0.04792045255
743	0.04791638978
744	0.04783796572
745	0.04775941856
746	0.04767424921
747	0.04761182998
748	0.04760782466
749	0.04754633062
750	0.04750120334
751	0.04749638676
752	0.04746876612
753	0.04743413799
754	0.0473444112
755	0.04727004069
756	0.04721333934
757	0.04720961677
758	0.04716786039
759	0.04710996622
760	0.04706813
761	0.04699142588
762	0.04692852875
763	0.04685598833
764	0.04677951137
765	0.04674763
766	0.04671331646
767	0.04666998058
768	0.04661971461
769	0.04661604922
770	0.04655599399
771	0.04650604248
772	0.04649767726
773	0.04643368858
774	0.04642376853
775	0.04638380866
776	0.04638073206
777	0.04637779321
778	0.04631941172
779	0.04624853066
780	0.04622049174
781	0.0461886714
782	0.04610821723
783	0.04607513434
784	0.04600800555
785	0.04600498465
786	0.04592952785
787	0.04591869844
788	0.04581570624
789	0.04577608146
790	0.04569845329
791	0.04566776349
792	0.04562128549
793	0.04554233277
794	0.04551409551
795	0.0454543044
796	0.04538388935
797	0.04533723624
798	0.04528912212
799	0.04524731953
800	0.04520429963
801	0.04514549994
802	0.04511608478
803	0.04506667963
804	0.04503118352
805	0.04500581021
806	0.04496091339
807	0.04489768673
808	0.04486313878
809	0.0448090474
810	0.04474752675
811	0.04467670203
812	0.04461247175
813	0.04458675709
814	0.04452000784
815	0.04447339254
816	0.04440852565
817	0.04434649828
818	0.04428567554
819	0.04420929549
820	0.04414865806
821	0.04414480731
822	0.04404855754
823	0.04402794049
824	0.04401434368
825	0.04401133333
826	0.04396140496
827	0.04391073032
828	0.04388574538
829	0.04382491871
830	0.04371888734
831	0.04366459064
832	0.04363985377
833	0.04360721324
834	0.04356047669
835	0.04352507415
836	0.04351952386
837	0.04346906863
838	0.04341776937
839	0.04336275597
840	0.04331314536
841	0.0432750448
842	0.04327159772
843	0.04324123378
844	0.04319274381
845	0.04316247637
846	0.0431599495
847	0.04309501446
848	0.0430385638
849	0.04298347314
850	0.04292925667
851	0.04292680784
852	0.04288261735
853	0.04283354851
854	0.04278356824
855	0.04271737266
856	0.04266351557
857	0.04260732898
858	0.04258670829
859	0.04255054957
860	0.04246053745
861	0.04241044041
862	0.04239137606
863	0.04238857356
864	0.04234610404
865	0.04227209521
866	0.04222038201
867	0.04219741311
868	0.04214127033
869	0.04208693257
870	0.04206444293
871	0.04201565347
872	0.0419990636
873	0.04192339333
874	0.04186684237
875	0.04183647734
876	0.04181378708
877	0.04180259022
878	0.041766535
879	0.04172018874
880	0.04169291298
881	0.04165259705
882	0.04157563406
883	0.04153989138
884	0.04148973596
885	0.04145239806
886	0.04139411757
887	0.0413741005
888	0.04137132459
889	0.04135419023
890	0.04130656956
891	0.04126352186
892	0.04123546482
893	0.04117604193
894	0.04114976738
895	0.04112998419
896	0.04105908907
897	0.04102108612
898	0.04100467122
899	0.04097665569
900	0.04093559352
901	0.04087044226
902	0.04084279173
903	0.04079451575
904	0.040768342
905	0.04073171001
906	0.04071190373
907	0.0406667215
908	0.04064798748
909	0.04061634785
910	0.04058720265
911	0.04054843536
912	0.04054031729
913	0.0404925932
914	0.04049010655
915	0.04046141448
916	0.04044145156
917	0.0403899504
918	0.04037293381
919	0.04028856408
920	0.04024261706
921	0.04020156702
922	0.04014092679
923	0.04007319373
924	0.04004108356
925	0.04000793807
926	0.03995584959
927	0.03995023989
928	0.0398914337
929	0.0398308972
930	0.03981070339
931	0.0397715033
932	0.03973477623
933	0.0396811212
934	0.03962259739
935	0.03957014279
936	0.03952249211
937	0.0394846395
938	0.03944351352
939	0.03942248495
940	0.03937445262
941	0.03933204957
942	0.03928211967
943	0.0392436372
944	0.03920756205
945	0.03915094904
946	0.03913498263
947	0.03910796707
948	0.03907424994
949	0.03906173919
950	0.03903763227
951	0.03898785594
952	0.03893723527
953	0.03888681209
954	0.03887267418
955	0.03886387752
956	0.03883671957
957	0.03880603491
958	0.03876708253
959	0.03873639017
960	0.03871499458
961	0.03866320872
962	0.03861996746
963	0.03858180281
964	0.03856320903
965	0.03853572466
966	0.03846836005
967	0.03844484045
968	0.03841776695
969	0.03838166226
970	0.03832465195
971	0.03828990211
972	0.0382694924
973	0.03823215085
974	0.0382085789
975	0.03817876683
976	0.03812739543
977	0.03808564699
978	0.0380546314
979	0.03802498368
980	0.03797110879
981	0.03793628677
982	0.0378909909
983	0.03783017089
984	0.03778385302
985	0.03775185979
986	0.0376717012
987	0.03764626158
988	0.03759879476
989	0.0375372945
990	0.03749689655
991	0.03747611237
992	0.03745459237
993	0.03741530962
994	0.03738656582
995	0.03736243004
996	0.03731718782
997	0.03727651994
998	0.03725979161
999	0.03724449897
